condition,pearson_r_left,pearson_r_right,delta_r,n_common_seeds,dataset,hvg,contrast
KLF1_CLDN6,0.6996902823448181,0.6893952488899231,0.01029503345489502,2,norman,200,combined - random
KLF1_COL2A1,0.35527706146240234,0.35993002355098724,-0.0046529620885849,2,norman,200,combined - random
KLF1_TGFBR2,0.31522446870803833,0.30188438296318054,0.013340085744857788,2,norman,200,combined - random
LHX1,0.7605555653572083,0.8999611735343933,-0.13940560817718506,2,norman,200,combined - random
LHX1_ELMSAN1,0.27283675968647003,0.2755512297153473,-0.0027144700288772583,2,norman,200,combined - random
LYL1_IER5L,0.8316024839878082,0.8286310434341431,0.002971440553665161,2,norman,200,combined - random
MAP2K3_IKZF3,0.5275614857673645,0.5163005590438843,0.011260926723480225,2,norman,200,combined - random
MAP2K3_MAP2K6,-0.49661484360694885,-0.5020045638084412,0.00538972020149231,2,norman,200,combined - random
MAP2K6,-0.5269714593887329,-0.5264719426631927,-0.0004995167255401611,2,norman,200,combined - random
MAP7D1,-0.01431612716987729,0.002044165041297674,-0.016360292211174965,2,norman,200,combined - random
MAPK1_IKZF3,0.7698392570018768,0.7622820734977722,0.007557183504104614,2,norman,200,combined - random
MAPK1_PRTG,0.5674503445625305,0.5759909451007843,-0.008540600538253784,2,norman,200,combined - random
OSR2,0.2998862564563751,0.310598224401474,-0.010711967945098877,2,norman,200,combined - random
PTPN1,0.756314218044281,0.7465072870254517,0.009806931018829346,2,norman,200,combined - random
PTPN12_SNAI1,0.6341729760169983,0.6351134479045868,-0.000940471887588501,2,norman,200,combined - random
SAMD1_PTPN12,0.7291766703128815,0.7227631211280823,0.006413549184799194,2,norman,200,combined - random
SET,0.49352577328681946,0.494820311665535,-0.0012945383787155151,2,norman,200,combined - random
SET_KLF1,0.41494883596897125,0.405056893825531,0.009891942143440247,2,norman,200,combined - random
SGK1_TBX3,0.43745552003383636,0.4371251165866852,0.0003304034471511841,2,norman,200,combined - random
SLC4A1,0.16447672992944717,0.1728876605629921,-0.008410930633544922,2,norman,200,combined - random
TGFBR2_PRTG,0.6816767454147339,0.6733105480670929,0.008366197347640991,2,norman,200,combined - random
TP73,0.7001422345638275,0.6981095373630524,0.0020326972007751465,2,norman,200,combined - random
UBASH3A,0.6970678269863129,0.701137363910675,-0.004069536924362183,2,norman,200,combined - random
UBASH3B,0.7042811512947083,0.6946630775928497,0.00961807370185852,2,norman,200,combined - random
ZBTB25,0.5527209341526031,0.5414263010025024,0.011294633150100708,2,norman,200,combined - random
AHR_FEV,0.7206821143627167,0.7124408781528473,0.008241236209869385,2,norman,200,string_ppi - random
ARID1A,0.6678247153759003,0.672813892364502,-0.004989176988601685,2,norman,200,string_ppi - random
BCL2L11,0.0063398657366633415,-0.009679553098976612,0.016019418835639954,2,norman,200,string_ppi - random
BCORL1,0.4722875505685806,0.4773772060871124,-0.005089655518531799,2,norman,200,string_ppi - random
C3orf72_FOXL2,0.6313748061656952,0.6317610442638397,-0.00038623809814453125,2,norman,200,string_ppi - random
CBL_PTPN12,0.5845491588115692,0.5736674070358276,0.010881751775741577,2,norman,200,string_ppi - random
CBL_TGFBR2,0.6315243542194366,0.6104680001735687,0.02105635404586792,2,norman,200,string_ppi - random
CDKN1A,0.9037481248378754,0.8194011449813843,0.08434697985649109,2,norman,200,string_ppi - random
CDKN1B,0.8099820613861084,0.8069960176944733,0.002986043691635132,2,norman,200,string_ppi - random
CDKN1C,0.7390753626823425,0.7395655512809753,-0.0004901885986328125,2,norman,200,string_ppi - random
CDKN1C_CDKN1A,0.4680427610874176,0.4682721197605133,-0.00022935867309570312,2,norman,200,string_ppi - random
CDKN1C_CDKN1B,0.7692756056785583,0.7552334070205688,0.014042198657989502,2,norman,200,string_ppi - random
CEBPB_PTPN12,0.7119854092597961,0.7139690518379211,-0.001983642578125,2,norman,200,string_ppi - random
CSRNP1,-0.3642319291830063,-0.3702428936958313,0.006010964512825012,2,norman,200,string_ppi - random
DUSP9_PRTG,0.5924713313579559,0.5819783508777618,0.010492980480194092,2,norman,200,string_ppi - random
FOSB,0.3284357786178589,0.3625610023736954,-0.03412522375583649,2,norman,200,string_ppi - random
FOXA3,0.645715594291687,0.6528440117835999,-0.007128417491912842,2,norman,200,string_ppi - random
FOXA3_FOXF1,0.6233373582363129,0.6335607171058655,-0.010223358869552612,2,norman,200,string_ppi - random
FOXA3_FOXL2,0.4564935117959976,0.46082720160484314,-0.00433368980884552,2,norman,200,string_ppi - random
HES7,0.9717655181884766,0.9272315800189972,0.04453393816947937,2,norman,200,string_ppi - random
HOXB9,0.7459661364555359,0.7544008791446686,-0.00843474268913269,2,norman,200,string_ppi - random
IGDCC3_MAPK1,0.5175768733024597,0.5416382551193237,-0.024061381816864014,2,norman,200,string_ppi - random
IRF1_SET,0.3856210261583328,0.3977397084236145,-0.012118682265281677,2,norman,200,string_ppi - random
ISL2,0.24972929060459137,0.26349709928035736,-0.013767808675765991,2,norman,200,string_ppi - random
KLF1_BAK1,0.1257309690117836,0.1154121607542038,0.010318808257579803,2,norman,200,string_ppi - random
KLF1_CLDN6,0.6990189552307129,0.6893952488899231,0.009623706340789795,2,norman,200,string_ppi - random
KLF1_COL2A1,0.3507181853055954,0.35993002355098724,-0.009211838245391846,2,norman,200,string_ppi - random
KLF1_TGFBR2,0.3150983154773712,0.30188438296318054,0.013213932514190674,2,norman,200,string_ppi - random
LHX1,0.968290776014328,0.8999611735343933,0.06832960247993469,2,norman,200,string_ppi - random
LHX1_ELMSAN1,0.27108633518218994,0.2755512297153473,-0.004464894533157349,2,norman,200,string_ppi - random
LYL1_IER5L,0.83805251121521,0.8286310434341431,0.009421467781066895,2,norman,200,string_ppi - random
MAP2K3_IKZF3,0.5359917283058167,0.5163005590438843,0.019691169261932373,2,norman,200,string_ppi - random
MAP2K3_MAP2K6,-0.4940919131040573,-0.5020045638084412,0.00791265070438385,2,norman,200,string_ppi - random
MAP2K6,-0.5253001749515533,-0.5264719426631927,0.0011717677116394043,2,norman,200,string_ppi - random
MAP7D1,-0.007932997308671474,0.002044165041297674,-0.009977162349969149,2,norman,200,string_ppi - random
MAPK1_IKZF3,0.7667653560638428,0.7622820734977722,0.004483282566070557,2,norman,200,string_ppi - random
MAPK1_PRTG,0.5643171668052673,0.5759909451007843,-0.011673778295516968,2,norman,200,string_ppi - random
OSR2,0.27741222083568573,0.310598224401474,-0.03318600356578827,2,norman,200,string_ppi - random
PTPN1,0.764265239238739,0.7465072870254517,0.017757952213287354,2,norman,200,string_ppi - random
PTPN12_SNAI1,0.6414821147918701,0.6351134479045868,0.006368666887283325,2,norman,200,string_ppi - random
SAMD1_PTPN12,0.7426369786262512,0.7227631211280823,0.019873857498168945,2,norman,200,string_ppi - random
SET,0.483990341424942,0.494820311665535,-0.010829970240592957,2,norman,200,string_ppi - random
SET_KLF1,0.41187191009521484,0.405056893825531,0.006815016269683838,2,norman,200,string_ppi - random
SGK1_TBX3,0.4365236312150955,0.4371251165866852,-0.0006014853715896606,2,norman,200,string_ppi - random
SLC4A1,0.16661294549703598,0.1728876605629921,-0.006274715065956116,2,norman,200,string_ppi - random
TGFBR2_PRTG,0.6901198923587799,0.6733105480670929,0.01680934429168701,2,norman,200,string_ppi - random
TP73,0.703737199306488,0.6981095373630524,0.005627661943435669,2,norman,200,string_ppi - random
UBASH3A,0.7029314637184143,0.701137363910675,0.0017940998077392578,2,norman,200,string_ppi - random
UBASH3B,0.7114322483539581,0.6946630775928497,0.0167691707611084,2,norman,200,string_ppi - random
ZBTB25,0.5499492883682251,0.5414263010025024,0.008522987365722656,2,norman,200,string_ppi - random
AHR_FEV,0.7182257175445557,0.7148860692977905,0.0033396482467651367,1,norman,200,gene_ontology - random
ARID1A,0.6650183796882629,0.6741357445716858,-0.009117364883422852,1,norman,200,gene_ontology - random
BCL2L11,0.002240486443042755,-0.00693136639893055,0.009171852841973305,1,norman,200,gene_ontology - random
BCORL1,0.4724682569503784,0.4802083969116211,-0.007740139961242676,1,norman,200,gene_ontology - random
C3orf72_FOXL2,0.6254861354827881,0.6312804818153381,-0.005794346332550049,1,norman,200,gene_ontology - random
CBL_PTPN12,0.5762922763824463,0.5666244029998779,0.00966787338256836,1,norman,200,gene_ontology - random
CBL_TGFBR2,0.6180664896965027,0.6086194515228271,0.009447038173675537,1,norman,200,gene_ontology - random
CDKN1A,0.6523408889770508,0.6977564692497253,-0.04541558027267456,1,norman,200,gene_ontology - random
CDKN1B,0.8071514368057251,0.8072084784507751,-5.704164505004883e-05,1,norman,200,gene_ontology - random
CDKN1C,0.7379165887832642,0.7392565011978149,-0.0013399124145507812,1,norman,200,gene_ontology - random
CDKN1C_CDKN1A,0.46629345417022705,0.4669315814971924,-0.000638127326965332,1,norman,200,gene_ontology - random
CDKN1C_CDKN1B,0.7581843137741089,0.7528420686721802,0.005342245101928711,1,norman,200,gene_ontology - random
CEBPB_PTPN12,0.7157174348831177,0.7149150371551514,0.0008023977279663086,1,norman,200,gene_ontology - random
CSRNP1,-0.3638400733470917,-0.3720197081565857,0.008179634809494019,1,norman,200,gene_ontology - random
DUSP9_PRTG,0.5866382122039795,0.5804601311683655,0.006178081035614014,1,norman,200,gene_ontology - random
FOSB,0.35883021354675293,0.3595597445964813,-0.0007295310497283936,1,norman,200,gene_ontology - random
FOXA3,0.6420590877532959,0.6584861278533936,-0.016427040100097656,1,norman,200,gene_ontology - random
FOXA3_FOXF1,0.6231934428215027,0.6297409534454346,-0.006547510623931885,1,norman,200,gene_ontology - random
FOXA3_FOXL2,0.4605802893638611,0.4587833881378174,0.0017969012260437012,1,norman,200,gene_ontology - random
HES7,0.5358428955078125,0.8841401934623718,-0.3482972979545593,1,norman,200,gene_ontology - random
HOXB9,0.7494591474533081,0.7567219138145447,-0.007262766361236572,1,norman,200,gene_ontology - random
IGDCC3_MAPK1,0.5309030413627625,0.5391820669174194,-0.008279025554656982,1,norman,200,gene_ontology - random
IRF1_SET,0.3933749496936798,0.3962389826774597,-0.0028640329837799072,1,norman,200,gene_ontology - random
ISL2,0.24999798834323883,0.2621849775314331,-0.012186989188194275,1,norman,200,gene_ontology - random
KLF1_BAK1,0.12520772218704224,0.11680513620376587,0.008402585983276367,1,norman,200,gene_ontology - random
KLF1_CLDN6,0.6952519416809082,0.6867368221282959,0.008515119552612305,1,norman,200,gene_ontology - random
KLF1_COL2A1,0.3544098436832428,0.36150169372558594,-0.00709185004234314,1,norman,200,gene_ontology - random
KLF1_TGFBR2,0.308537095785141,0.3018425703048706,0.006694525480270386,1,norman,200,gene_ontology - random
LHX1,0.36212727427482605,0.8308195471763611,-0.46869227290153503,1,norman,200,gene_ontology - random
LHX1_ELMSAN1,0.2764880657196045,0.27558791637420654,0.0009001493453979492,1,norman,200,gene_ontology - random
LYL1_IER5L,0.8306209444999695,0.8285448551177979,0.002076089382171631,1,norman,200,gene_ontology - random
MAP2K3_IKZF3,0.5268312692642212,0.5187444686889648,0.008086800575256348,1,norman,200,gene_ontology - random
MAP2K3_MAP2K6,-0.49015194177627563,-0.5050214529037476,0.014869511127471924,1,norman,200,gene_ontology - random
MAP2K6,-0.5141735076904297,-0.524314820766449,0.010141313076019287,1,norman,200,gene_ontology - random
MAP7D1,-0.0020674532279372215,0.002884197048842907,-0.0049516502767801285,1,norman,200,gene_ontology - random
MAPK1_IKZF3,0.7678453922271729,0.7599613070487976,0.007884085178375244,1,norman,200,gene_ontology - random
MAPK1_PRTG,0.5696390867233276,0.5773940682411194,-0.007754981517791748,1,norman,200,gene_ontology - random
OSR2,0.2996366322040558,0.3095337152481079,-0.009897083044052124,1,norman,200,gene_ontology - random
PTPN1,0.751911997795105,0.7471605539321899,0.004751443862915039,1,norman,200,gene_ontology - random
PTPN12_SNAI1,0.6351463794708252,0.6365141272544861,-0.0013677477836608887,1,norman,200,gene_ontology - random
SAMD1_PTPN12,0.7272758483886719,0.7221883535385132,0.005087494850158691,1,norman,200,gene_ontology - random
SET,0.48683398962020874,0.4950629770755768,-0.008228987455368042,1,norman,200,gene_ontology - random
SET_KLF1,0.4088978171348572,0.40384334325790405,0.005054473876953125,1,norman,200,gene_ontology - random
SGK1_TBX3,0.43495631217956543,0.4380214214324951,-0.0030651092529296875,1,norman,200,gene_ontology - random
SLC4A1,0.16777253150939941,0.17224659025669098,-0.004474058747291565,1,norman,200,gene_ontology - random
TGFBR2_PRTG,0.6723997592926025,0.6719310879707336,0.0004686713218688965,1,norman,200,gene_ontology - random
TP73,0.6974785327911377,0.698435366153717,-0.0009568333625793457,1,norman,200,gene_ontology - random
UBASH3A,0.6987146735191345,0.7050665616989136,-0.006351888179779053,1,norman,200,gene_ontology - random
UBASH3B,0.694257378578186,0.6969895958900452,-0.002732217311859131,1,norman,200,gene_ontology - random
ZBTB25,0.5439715385437012,0.5454133749008179,-0.0014418363571166992,1,norman,200,gene_ontology - random
AHR_FEV,0.5602040886878967,0.5636345148086548,-0.0034304261207580566,1,norman,500,combined - no_graph
ARID1A,0.6944950819015503,0.710160493850708,-0.015665411949157715,1,norman,500,combined - no_graph
BCL2L11,-0.00841053668409586,-0.0018651559948921204,-0.006545380689203739,1,norman,500,combined - no_graph
BCORL1,0.3195981979370117,0.3201559782028198,-0.0005577802658081055,1,norman,500,combined - no_graph
C3orf72_FOXL2,0.6704931259155273,0.6903982758522034,-0.019905149936676025,1,norman,500,combined - no_graph
CBL_PTPN12,0.6025633215904236,0.6151539087295532,-0.012590587139129639,1,norman,500,combined - no_graph
CBL_TGFBR2,0.6110230684280396,0.6367034316062927,-0.025680363178253174,1,norman,500,combined - no_graph
CDKN1A,0.9153168201446533,0.9236904978752136,-0.008373677730560303,1,norman,500,combined - no_graph
CDKN1B,0.7814421653747559,0.7971745133399963,-0.01573234796524048,1,norman,500,combined - no_graph
CDKN1C,0.7381829023361206,0.754829466342926,-0.01664656400680542,1,norman,500,combined - no_graph
CDKN1C_CDKN1A,0.5268495082855225,0.5343650579452515,-0.007515549659729004,1,norman,500,combined - no_graph
CDKN1C_CDKN1B,0.7629292011260986,0.777144730091095,-0.014215528964996338,1,norman,500,combined - no_graph
CEBPB_PTPN12,0.5622085332870483,0.5584074258804321,0.003801107406616211,1,norman,500,combined - no_graph
CSRNP1,-0.44140899181365967,-0.4454297423362732,0.004020750522613525,1,norman,500,combined - no_graph
DUSP9_PRTG,0.6109107136726379,0.6219714879989624,-0.011060774326324463,1,norman,500,combined - no_graph
FOSB,0.42920607328414917,0.38679438829421997,0.0424116849899292,1,norman,500,combined - no_graph
FOXA3,0.7188824415206909,0.7420371770858765,-0.023154735565185547,1,norman,500,combined - no_graph
FOXA3_FOXF1,0.6848468780517578,0.705303430557251,-0.020456552505493164,1,norman,500,combined - no_graph
FOXA3_FOXL2,0.5236252546310425,0.542625904083252,-0.019000649452209473,1,norman,500,combined - no_graph
HES7,0.8370116949081421,0.9249585866928101,-0.08794689178466797,1,norman,500,combined - no_graph
HOXB9,0.7950933575630188,0.8000264763832092,-0.00493311882019043,1,norman,500,combined - no_graph
IGDCC3_MAPK1,0.33126455545425415,0.31385713815689087,0.01740741729736328,1,norman,500,combined - no_graph
IRF1_SET,0.3567899465560913,0.3322315812110901,0.02455836534500122,1,norman,500,combined - no_graph
ISL2,0.4044046998023987,0.4037424325942993,0.0006622672080993652,1,norman,500,combined - no_graph
KLF1_BAK1,0.0704461932182312,0.04081614315509796,0.02963005006313324,1,norman,500,combined - no_graph
KLF1_CLDN6,0.49238017201423645,0.49150246381759644,0.0008777081966400146,1,norman,500,combined - no_graph
KLF1_COL2A1,0.280715674161911,0.268291175365448,0.012424498796463013,1,norman,500,combined - no_graph
KLF1_TGFBR2,0.2626328766345978,0.25754958391189575,0.005083292722702026,1,norman,500,combined - no_graph
LHX1,0.3114772439002991,0.8901212811470032,-0.5786440372467041,1,norman,500,combined - no_graph
LHX1_ELMSAN1,0.33311325311660767,0.30390769243240356,0.0292055606842041,1,norman,500,combined - no_graph
LYL1_IER5L,0.83772873878479,0.8619717359542847,-0.02424299716949463,1,norman,500,combined - no_graph
MAP2K3_IKZF3,0.5468286275863647,0.5494786500930786,-0.002650022506713867,1,norman,500,combined - no_graph
MAP2K3_MAP2K6,-0.5255944728851318,-0.5297247171401978,0.004130244255065918,1,norman,500,combined - no_graph
MAP2K6,-0.5352104902267456,-0.548450231552124,0.013239741325378418,1,norman,500,combined - no_graph
MAP7D1,-0.1454997956752777,-0.14435939490795135,-0.001140400767326355,1,norman,500,combined - no_graph
MAPK1_IKZF3,0.772600531578064,0.7633228302001953,0.009277701377868652,1,norman,500,combined - no_graph
MAPK1_PRTG,0.5687670111656189,0.5549638271331787,0.013803184032440186,1,norman,500,combined - no_graph
OSR2,0.3293696939945221,0.2978520691394806,0.031517624855041504,1,norman,500,combined - no_graph
PTPN1,0.7456011176109314,0.7713992595672607,-0.025798141956329346,1,norman,500,combined - no_graph
PTPN12_SNAI1,0.6819543838500977,0.6984778642654419,-0.01652348041534424,1,norman,500,combined - no_graph
SAMD1_PTPN12,0.7458099126815796,0.7621419429779053,-0.016332030296325684,1,norman,500,combined - no_graph
SET,0.5053408741950989,0.386363685131073,0.11897718906402588,1,norman,500,combined - no_graph
SET_KLF1,0.40553295612335205,0.38380342721939087,0.02172952890396118,1,norman,500,combined - no_graph
SGK1_TBX3,0.5147273540496826,0.4989795386791229,0.015747815370559692,1,norman,500,combined - no_graph
SLC4A1,0.23733831942081451,0.47072815895080566,-0.23338983952999115,1,norman,500,combined - no_graph
TGFBR2_PRTG,0.6406859159469604,0.6619521379470825,-0.02126622200012207,1,norman,500,combined - no_graph
TP73,0.6209803819656372,0.6259604692459106,-0.0049800872802734375,1,norman,500,combined - no_graph
UBASH3A,0.68873131275177,0.6982049942016602,-0.009473681449890137,1,norman,500,combined - no_graph
